2021-HWC_WV
Edition,Report Type,Measure Name,State Name,Rank,Value,Score,Lower CI,Upper CI,Source,Source Year
2021,2021 HWC,Soda Consumption - Youth,West Virginia,,20.6,2,24.4,17.4,AHR data,
2021,2021 HWC,Students Experiencing Homelessness,West Virginia,47,3.9,0.94,,,AHR data,
2021,2021 HWC,Substance misuse,West Virginia,43,13.2,1.79,15.7,10.7,AHR data,
2021,2021 HWC,Teen Births,West Virginia,45,25.2,1.41,,,AHR data,
2021,2021 HWC,Teen Births - American Indian/Alaska Native,West Virginia,,,,,,AHR data,
2021,2021 HWC,Teen Births - Asian/Pacific Islander,West Virginia,,,,,,AHR data,
2021,2021 HWC,Teen Births - Black,West Virginia,,28.5,,,,AHR data,
2021,2021 HWC,Teen Births - Hispanic,West Virginia,,20,,,,AHR data,
2021,2021 HWC,Teen Births - White,West Virginia,49,25.3,,,,AHR data,
2021,2021 HWC,Teen Suicide,West Virginia,,14,,18.7,10.2,AHR data,
2021,2021 HWC,Teen Suicide - American Indian/Alaska Native,West Virginia,,,,,,AHR data,
2021,2021 HWC,Teen Suicide - Asian/Pacific Islander,West Virginia,,,,,,AHR data,
2021,2021 HWC,Teen Suicide - Black,West Virginia,,,,,,AHR data,
2021,2021 HWC,Teen Suicide - Female,West Virginia,,,,,,AHR data,
2021,2021 HWC,Teen Suicide - Hispanic,West Virginia,,,,,,AHR data,
2021,2021 HWC,Teen Suicide - Male,West Virginia,,21.1,,29.3,14.7,AHR data,
2021,2021 HWC,Teen Suicide - White,West Virginia,,13.7,,18.6,9.8,AHR data,
2021,2021 HWC,Tobacco Use - Youth,West Virginia,50,8.1,2,10.5,6.3,AHR data,
2021,2021 HWC,Total Population,West Virginia,,1792147,,,,AHR data,
2021,2021 HWC,Transportation Energy Use,West Virginia,37,10.3,,,,AHR data,
2021,2021 HWC,Unemployed,West Virginia,,6.5,,6.8,6.2,AHR data,
2021,2021 HWC,Unemployment - Women,West Virginia,45,4.4,1.02,5.6,3.2,AHR data,
2021,2021 HWC,Uninsured Children,West Virginia,11,3.5,-0.94,4.2,2.8,AHR data,
2021,2021 HWC,Uninsured Women,West Virginia,13,8.5,-0.91,9.8,7.2,AHR data,
2021,2021 HWC,Unintended Pregnancy,West Virginia,,,,,,AHR data,
2021,2021 HWC,Violent Crime,West Virginia,23,317,-0.41,,,AHR data,
2021,2021 HWC,Voter Participation (Average) - Female,West Virginia,49,50.3,-2,58.1,42.5,AHR data,
2021,2021 HWC,Voter Participation (Midterm) - Female,West Virginia,49,44.5,-1.9,49.4,39.6,AHR data,
2021,2021 HWC,Voter Participation (Presidential) - Female,West Virginia,50,56,-2,62.1,49.9,AHR data,
2021,2021 HWC,Water Fluoridation,West Virginia,12,90.7,0.78,,,AHR data,
2021,2021 HWC,Well-child Visit,West Virginia,12,84.1,0.8,87,81.3,AHR data,
2021,2021 HWC,Well-child Visit - Ages 0-2,West Virginia,46,84.4,-1.32,92.5,76.4,AHR data,
2021,2021 HWC,Well-child Visit - Ages 3-17,West Virginia,11,84.1,1.04,87.1,81,AHR data,
2021,2021 HWC,Well-woman Visit,West Virginia,12,76.4,0.84,79.2,73.5,AHR data,
2021,2021 HWC,"Well-woman Visit - $25-$49,999",West Virginia,12,74.2,0.54,80.6,67.8,AHR data,
2021,2021 HWC,"Well-woman Visit - $50-$74,999",West Virginia,15,77.6,0.67,86.5,68.7,AHR data,
2021,2021 HWC,"Well-woman Visit - $75,000 or More",West Virginia,3,84.1,1.72,88.8,79.5,AHR data,
2021,2021 HWC,Well-woman Visit - Ages 18-24,West Virginia,8,77.9,1.23,84.5,71.2,AHR data,
2021,2021 HWC,Well-woman Visit - Ages 25-34,West Virginia,18,73.1,0.2,77.9,68.3,AHR data,
2021,2021 HWC,Well-woman Visit - Ages 35-44,West Virginia,12,78.4,0.79,82.1,74.6,AHR data,
2021,2021 HWC,Well-woman Visit - American Indian/Alaska Native,West Virginia,,,,,,AHR data,
2021,2021 HWC,Well-woman Visit - Asian,West Virginia,,,,,,AHR data,
2021,2021 HWC,Well-woman Visit - Black,West Virginia,,,,,,AHR data,
2021,2021 HWC,Well-woman Visit - College Grad,West Virginia,3,82.6,1.59,86.5,78.8,AHR data,
2021,2021 HWC,Well-woman Visit - Hawaiian/Pacific Islander,West Virginia,,,,,,AHR data,
2021,2021 HWC,Well-woman Visit - High School/GED,West Virginia,12,75.7,0.75,81.5,69.8,AHR data,
2021,2021 HWC,Well-woman Visit - Hispanic,West Virginia,,,,,,AHR data,
2021,2021 HWC,"Well-woman Visit - Less than $25,000",West Virginia,30,70.9,0.07,77,64.8,AHR data,
2021,2021 HWC,Well-woman Visit - Less than High School,West Virginia,,68.7,,82.6,54.8,AHR data,
2021,2021 HWC,Well-woman Visit - Multiracial,West Virginia,,,,,,AHR data,
2021,2021 HWC,Well-woman Visit - Other Race,West Virginia,,,,,,AHR data,
2021,2021 HWC,Well-woman Visit - Some Post-High School,West Virginia,38,71.1,-0.65,76.9,65.4,AHR data,
2021,2021 HWC,Well-woman Visit - White,West Virginia,6,75.9,1.02,78.9,72.9,AHR data,
2021,2021 HWC,WIC Coverage,West Virginia,33,49.5,-0.62,,,AHR data,
2021,2021 HWC,Women's Health Providers,West Virginia,41,41.3,-0.55,,,AHR data,
